statename,districtname,blockname,season,sector,category,crop,querytype,querytext,createdon,year,month,clean_query
MADHYA PRADESH,BHOPAL,PAUNI,,HORTICULTURE,Other,Others,Nutrient Management,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-03-12T09:25:00,2025,3,farmer asked about spray for control of aphids jassids thrips whitefly attack on crop 
UTTAR PRADESH,LUCKNOW,UMARKHED,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-01-05T01:22:00,2025,1,farmer asked about which varieties are sutaible for pigeon pea crop production 
MADHYA PRADESH,INDORE,MOHADI,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about weed management in Wheat?,2025-03-06T22:08:00,2025,3,farmer asked about weed management in wheat
MAHARASHTRA,YAVATMAL,MOHADI,,HORTICULTURE,Pest,Others,Nutrient Management,Farmer asked about disease management in Sesame?,2025-01-25T12:54:00,2025,1,farmer asked about disease management in sesame
MAHARASHTRA,WARDHA,MOHADI,,AGRICULTURE,Scheme,Others,Market,Farmer asked about government subsidy for Soybean?,2025-02-07T19:37:00,2025,2,farmer asked about government subsidy for soybean
MAHARASHTRA,AKOLA,RALEGAON,,HORTICULTURE,Nutrient,Others,Plant Protection,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-03-12T00:14:00,2025,3,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
MADHYA PRADESH,INDORE,UMARKHED,,AGRICULTURE,Other,Others,Nutrient Management,"FARMER ASKED ABOUT SPRAY FOR CONTROL OF APHIDS, JASSIDS, THRIPS, WHITEFLY ATTACK ON CROP ?",2025-02-28T14:49:00,2025,2,farmer asked about spray for control of aphids jassids thrips whitefly attack on crop 
MADHYA PRADESH,UJJAIN,RALEGAON,,HORTICULTURE,Nutrient,Others,Seeds,Farmer asked about fertilizer dose for Orange?,2025-01-26T06:47:00,2025,1,farmer asked about fertilizer dose for orange
MAHARASHTRA,LATUR,PUSAD,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-05T21:26:00,2025,3,farmer asked about sowing time turmeric crop
KARNATAKA,MYSURU,PAUNI,,HORTICULTURE,Weather,Others,Nutrient Management,Farmer asked about weather impact on Orange?,2025-01-17T03:29:00,2025,1,farmer asked about weather impact on orange
MAHARASHTRA,LATUR,PUSAD,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-10T18:56:00,2025,1,farmer asked about control blight attack in green gram 
MAHARASHTRA,NAGPUR,PAUNI,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-28T21:39:00,2025,2,farmer asked about control of blight attack on paddy crop 
MAHARASHTRA,YAVATMAL,MOHADI,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about sowing time of Maize?,2025-01-03T01:27:00,2025,1,farmer asked about sowing time of maize
KARNATAKA,HUBBALLI,MOHADI,,AGRICULTURE,Pest,Others,Seeds,Farmer asked about pest control in Maize?,2025-01-24T17:10:00,2025,1,farmer asked about pest control in maize
UTTAR PRADESH,KANPUR,MOHADI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about irrigation schedule for Maize?,2025-02-11T19:59:00,2025,2,farmer asked about irrigation schedule for maize
TELANGANA,KARIMNAGAR,SAKOLI,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-15T00:03:00,2025,1,farmer asked about post harvest management in turmeric seed storage 
MAHARASHTRA,YAVATMAL,MOHADI,,AGRICULTURE,Other,Others,Market,Farmer asked about crop insurance for Pigeon pea?,2025-01-19T16:27:00,2025,1,farmer asked about crop insurance for pigeon pea
MAHARASHTRA,AKOLA,PAUNI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about storage method for Sugarcane?,2025-01-09T13:52:00,2025,1,farmer asked about storage method for sugarcane
MAHARASHTRA,YAVATMAL,SAKOLI,,AGRICULTURE,Market,Others,Seeds,Farmer asked about market rate of Maize?,2025-02-01T21:59:00,2025,2,farmer asked about market rate of maize
KARNATAKA,HUBBALLI,SAKOLI,,HORTICULTURE,Market,Others,Plant Protection,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-02-03T18:50:00,2025,2,farmer asked about market information of soybean crop from wardha market 
MADHYA PRADESH,BHOPAL,PUSAD,,HORTICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-01-27T08:41:00,2025,1,farmer asked about market rate of green gram in pusad market 
KARNATAKA,MYSURU,SAKOLI,,AGRICULTURE,Other,Others,Nutrient Management,Farmer asked about sowing time of Green gram?,2025-02-08T05:08:00,2025,2,farmer asked about sowing time of green gram
UTTAR PRADESH,MEERUT,SAKOLI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-22T22:20:00,2025,3,farmer asked about agristack helpline number 
UTTAR PRADESH,LUCKNOW,MOHADI,,HORTICULTURE,Nutrient,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-18T00:42:00,2025,2,farmer asked about fertilizer dose for soybean crop
KARNATAKA,MYSURU,MOHADI,,AGRICULTURE,Other,Others,Market,Farmer asked about suitable variety for Soybean?,2025-01-07T17:46:00,2025,1,farmer asked about suitable variety for soybean
MAHARASHTRA,AKOLA,RALEGAON,,HORTICULTURE,Weather,Others,Market,Farmer asked about weather impact on Pigeon pea?,2025-02-10T19:10:00,2025,2,farmer asked about weather impact on pigeon pea
UTTAR PRADESH,MEERUT,MOHADI,,HORTICULTURE,Nutrient,Others,Weather,Farmer asked about fertilizer dose for Soybean?,2025-01-15T20:16:00,2025,1,farmer asked about fertilizer dose for soybean
MAHARASHTRA,LATUR,PAUNI,,HORTICULTURE,Weather,Others,Market,Farmer asked query on Weather,2025-01-30T16:27:00,2025,1,farmer asked query on weather
MADHYA PRADESH,UJJAIN,MOHADI,,HORTICULTURE,Market,Others,Market,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-21T03:12:00,2025,2,farmer asked about market rate of bengal gram
UTTAR PRADESH,KANPUR,SAKOLI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about storage method for Watermelon?,2025-02-13T21:48:00,2025,2,farmer asked about storage method for watermelon
KARNATAKA,BELAGAVI,MOHADI,,HORTICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-08T22:02:00,2025,1,farmer asked about market rate of turmeric crop
MAHARASHTRA,WARDHA,UMARKHED,,HORTICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-02-20T14:09:00,2025,2,farmer asked about market rate of bengal gram
TELANGANA,WARANGAL,SAKOLI,,HORTICULTURE,Pest,Others,Weather,Farmer asked about disease management in Watermelon?,2025-03-09T01:52:00,2025,3,farmer asked about disease management in watermelon
UTTAR PRADESH,KANPUR,RALEGAON,,HORTICULTURE,Nutrient,Others,Weather,Farmer asked about fertilizer dose for Turmeric?,2025-03-16T08:42:00,2025,3,farmer asked about fertilizer dose for turmeric
TELANGANA,WARANGAL,MOHADI,,AGRICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Chilli?,2025-01-26T21:35:00,2025,1,farmer asked about government subsidy for chilli
MADHYA PRADESH,BHOPAL,MOHADI,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-02-14T21:10:00,2025,2,farmer asked about which varieties are sutaible for pigeon pea crop production 
MAHARASHTRA,YAVATMAL,PUSAD,,HORTICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Bengal gram?,2025-01-28T05:13:00,2025,1,farmer asked about government subsidy for bengal gram
UTTAR PRADESH,MEERUT,UMARKHED,,HORTICULTURE,Nutrient,Others,Market,Farmer asked about nutrient spray for flowering in Wheat?,2025-02-09T19:25:00,2025,2,farmer asked about nutrient spray for flowering in wheat
TELANGANA,WARANGAL,MOHADI,,AGRICULTURE,Other,Others,Seeds,Farmer asked about sowing time of Chilli?,2025-02-13T03:06:00,2025,2,farmer asked about sowing time of chilli
TELANGANA,KARIMNAGAR,MOHADI,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-18T14:41:00,2025,1,farmer asked about control blight attack in green gram 
MADHYA PRADESH,UJJAIN,SAKOLI,,HORTICULTURE,Other,Others,Market,Farmer asked about suitable variety for Sugarcane?,2025-01-23T00:00:00,2025,1,farmer asked about suitable variety for sugarcane
KARNATAKA,BELAGAVI,PUSAD,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-03-20T18:53:00,2025,3,farmer asked about control blight attack in green gram 
MAHARASHTRA,LATUR,UMARKHED,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-02-20T04:48:00,2025,2,farmer asked about sowing time turmeric crop
KARNATAKA,BELAGAVI,MOHADI,,HORTICULTURE,Other,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-02T10:21:00,2025,2,farmer asked about kisan credit card
MAHARASHTRA,NAGPUR,PUSAD,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-02-04T11:00:00,2025,2,farmer asked about sowing time turmeric crop
UTTAR PRADESH,LUCKNOW,PAUNI,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about irrigation schedule for Groundnut?,2025-01-04T04:36:00,2025,1,farmer asked about irrigation schedule for groundnut
MAHARASHTRA,LATUR,PUSAD,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-01-21T03:05:00,2025,1,farmer asked about which varieties are sutaible for pigeon pea crop production 
KARNATAKA,MYSURU,UMARKHED,,HORTICULTURE,Other,Others,Market,Farmer asked about storage method for Soybean?,2025-01-25T18:30:00,2025,1,farmer asked about storage method for soybean
TELANGANA,WARANGAL,SAKOLI,,HORTICULTURE,Pest,Others,Plant Protection,Farmer asked about disease management in Cotton?,2025-02-11T12:54:00,2025,2,farmer asked about disease management in cotton
TELANGANA,KARIMNAGAR,PUSAD,,HORTICULTURE,Scheme,Others,Seeds,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-31T23:11:00,2025,1,farmer asked about drip irrigation schemes 
MADHYA PRADESH,UJJAIN,PUSAD,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about irrigation schedule for Rice?,2025-02-10T21:05:00,2025,2,farmer asked about irrigation schedule for rice
TELANGANA,WARANGAL,UMARKHED,,HORTICULTURE,Nutrient,Others,Plant Protection,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-01-14T22:14:00,2025,1,farmer asked about fertilizer dose for soybean crop
UTTAR PRADESH,LUCKNOW,PUSAD,,AGRICULTURE,Other,Others,Weather,Farmer asked about crop insurance for Sugarcane?,2025-02-23T13:00:00,2025,2,farmer asked about crop insurance for sugarcane
TELANGANA,WARANGAL,RALEGAON,,HORTICULTURE,Market,Others,Government Schemes,Farmer asked about market rate of Bengal gram?,2025-03-02T21:37:00,2025,3,farmer asked about market rate of bengal gram
TELANGANA,WARANGAL,SAKOLI,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-03-08T21:37:00,2025,3,farmer asked about pradhanmantri fasal bima yojana helpline number
MAHARASHTRA,AKOLA,UMARKHED,,HORTICULTURE,Other,Others,Government Schemes,Farmer asked about irrigation schedule for Green gram?,2025-01-15T08:50:00,2025,1,farmer asked about irrigation schedule for green gram
MADHYA PRADESH,INDORE,SAKOLI,,AGRICULTURE,Other,Others,Market,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-23T04:42:00,2025,3,farmer asked about post harvest management in turmeric seed storage 
UTTAR PRADESH,MEERUT,SAKOLI,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-03-18T05:34:00,2025,3,farmer asked about farmer id card problem
UTTAR PRADESH,LUCKNOW,UMARKHED,,AGRICULTURE,Market,Others,Weather,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-03T00:26:00,2025,2,farmer asked about market rate of turmeric crop
MADHYA PRADESH,BHOPAL,MOHADI,,AGRICULTURE,Nutrient,Others,Seeds,Farmer asked about nutrient spray for flowering in Pigeon pea?,2025-01-30T02:26:00,2025,1,farmer asked about nutrient spray for flowering in pigeon pea
MAHARASHTRA,LATUR,PUSAD,,HORTICULTURE,Weather,Others,Plant Protection,Farmer asked about weather impact on Wheat?,2025-03-18T22:29:00,2025,3,farmer asked about weather impact on wheat
UTTAR PRADESH,MEERUT,MOHADI,,HORTICULTURE,Nutrient,Others,Government Schemes,Farmer asked about nutrient spray for flowering in Watermelon?,2025-03-06T23:09:00,2025,3,farmer asked about nutrient spray for flowering in watermelon
MAHARASHTRA,LATUR,PAUNI,,HORTICULTURE,Other,Others,Nutrient Management,Farmer asked about weed management in Soybean?,2025-01-16T09:55:00,2025,1,farmer asked about weed management in soybean
TELANGANA,WARANGAL,PAUNI,,HORTICULTURE,Scheme,Others,Nutrient Management,Farmer asked about government subsidy for Groundnut?,2025-01-13T23:08:00,2025,1,farmer asked about government subsidy for groundnut
MAHARASHTRA,LATUR,PUSAD,,AGRICULTURE,Other,Others,Plant Protection,Farmer asked about sowing time of Maize?,2025-03-23T12:04:00,2025,3,farmer asked about sowing time of maize
MADHYA PRADESH,BHOPAL,RALEGAON,,HORTICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Pigeon pea?,2025-02-07T12:02:00,2025,2,farmer asked about government subsidy for pigeon pea
TELANGANA,WARANGAL,MOHADI,,AGRICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-07T05:35:00,2025,2,farmer asked about status of pradhanmantri kisan sanman nidhi yojana 
MAHARASHTRA,WARDHA,UMARKHED,,HORTICULTURE,Nutrient,Others,Weather,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-03T04:34:00,2025,1,farmer asked about fertilizer doses for citrus crop 
MAHARASHTRA,AKOLA,UMARKHED,,HORTICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-01T16:02:00,2025,3,farmer asked about harvestin time of groundnut
KARNATAKA,BELAGAVI,SAKOLI,,HORTICULTURE,Scheme,Others,Government Schemes,Farmer asked about government subsidy for Chilli?,2025-02-02T00:14:00,2025,2,farmer asked about government subsidy for chilli
MADHYA PRADESH,BHOPAL,UMARKHED,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-12T03:22:00,2025,3,farmer asked about control of blight attack on paddy crop 
KARNATAKA,BELAGAVI,RALEGAON,,HORTICULTURE,Nutrient,Others,Weather,Farmer asked about fertilizer dose for Groundnut?,2025-03-05T01:15:00,2025,3,farmer asked about fertilizer dose for groundnut
MAHARASHTRA,AKOLA,MOHADI,,AGRICULTURE,Nutrient,Others,Seeds,Farmer asked about nutrient spray for flowering in Chilli?,2025-03-18T22:02:00,2025,3,farmer asked about nutrient spray for flowering in chilli
MAHARASHTRA,YAVATMAL,UMARKHED,,HORTICULTURE,Market,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-20T12:40:00,2025,1,farmer asked about market rate of turmeric crop
MADHYA PRADESH,UJJAIN,SAKOLI,,AGRICULTURE,Other,Others,Market,Farmer asked about weed management in Cotton?,2025-02-10T21:00:00,2025,2,farmer asked about weed management in cotton
TELANGANA,WARANGAL,SAKOLI,,HORTICULTURE,Other,Others,Seeds,Farmer asked about storage method for Sugarcane?,2025-03-05T17:59:00,2025,3,farmer asked about storage method for sugarcane
KARNATAKA,BELAGAVI,PAUNI,,HORTICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-01-09T13:42:00,2025,1,farmer asked about market rate of tur in latur market
MAHARASHTRA,AKOLA,MOHADI,,AGRICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-01-21T16:08:00,2025,1,farmer asked about which varieties are sutaible for pigeon pea crop production 
TELANGANA,KARIMNAGAR,PUSAD,,AGRICULTURE,Other,Others,Weather,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-01-03T19:53:00,2025,1,farmer asked about sowing time turmeric crop
MAHARASHTRA,WARDHA,RALEGAON,,HORTICULTURE,Other,Others,Government Schemes,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-02T03:31:00,2025,2,farmer asked about control blight attack in green gram 
UTTAR PRADESH,KANPUR,MOHADI,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-27T09:06:00,2025,2,farmer asked about control blight attack in green gram 
MADHYA PRADESH,BHOPAL,RALEGAON,,HORTICULTURE,Nutrient,Others,Nutrient Management,Farmer asked about fertilizer dose for Sesame?,2025-02-01T08:58:00,2025,2,farmer asked about fertilizer dose for sesame
UTTAR PRADESH,MEERUT,RALEGAON,,AGRICULTURE,Scheme,Others,Plant Protection,Farmer asked about government subsidy for Green gram?,2025-02-02T03:37:00,2025,2,farmer asked about government subsidy for green gram
UTTAR PRADESH,LUCKNOW,UMARKHED,,HORTICULTURE,Nutrient,Others,Weather,Farmer asked about nutrient spray for flowering in Bengal gram?,2025-01-08T17:21:00,2025,1,farmer asked about nutrient spray for flowering in bengal gram
UTTAR PRADESH,LUCKNOW,SAKOLI,,AGRICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-13T08:51:00,2025,3,farmer asked about market rate of bengal gram
MAHARASHTRA,AKOLA,MOHADI,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Sesame?,2025-03-05T19:30:00,2025,3,farmer asked about nutrient spray for flowering in sesame
KARNATAKA,BELAGAVI,PAUNI,,AGRICULTURE,Market,Others,Seeds,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-01-14T17:11:00,2025,1,farmer asked about market rate of turmeric crop
TELANGANA,KARIMNAGAR,SAKOLI,,AGRICULTURE,Market,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-04T11:28:00,2025,3,farmer asked about market rate of tur in latur market
TELANGANA,WARANGAL,UMARKHED,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-03-13T06:28:00,2025,3,farmer asked about farmer id card problem
MAHARASHTRA,AKOLA,SAKOLI,,AGRICULTURE,Other,Others,Nutrient Management,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-17T00:32:00,2025,2,farmer asked about agristack helpline number 
KARNATAKA,MYSURU,UMARKHED,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-20T16:48:00,2025,3,farmer asked about sowing time turmeric crop
KARNATAKA,MYSURU,UMARKHED,,AGRICULTURE,Pest,Others,Government Schemes,Farmer asked about pest control in Green gram?,2025-02-13T06:25:00,2025,2,farmer asked about pest control in green gram
MADHYA PRADESH,UJJAIN,UMARKHED,,HORTICULTURE,Nutrient,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-28T18:22:00,2025,2,farmer asked about use of nutrient application through spray for increasing size and quality of onion 
MADHYA PRADESH,BHOPAL,MOHADI,,AGRICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-14T04:39:00,2025,2,farmer asked about kisan credit card
MAHARASHTRA,LATUR,SAKOLI,,HORTICULTURE,Other,Others,Seeds,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-22T22:55:00,2025,2,farmer asked about control blight attack in green gram 
TELANGANA,WARANGAL,RALEGAON,,HORTICULTURE,Other,Others,Seeds,Farmer asked about irrigation schedule for Cotton?,2025-02-09T04:31:00,2025,2,farmer asked about irrigation schedule for cotton
KARNATAKA,MYSURU,RALEGAON,,HORTICULTURE,Other,Others,Plant Protection,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-10T19:51:00,2025,2,farmer asked about agristack helpline number 
UTTAR PRADESH,LUCKNOW,RALEGAON,,AGRICULTURE,Other,Others,Market,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-17T14:36:00,2025,1,farmer asked about agristack helpline number 
MAHARASHTRA,AKOLA,SAKOLI,,AGRICULTURE,Nutrient,Others,Plant Protection,Farmer asked about fertilizer dose for Chilli?,2025-03-15T02:53:00,2025,3,farmer asked about fertilizer dose for chilli
TELANGANA,KARIMNAGAR,PUSAD,,AGRICULTURE,Other,Others,Market,Farmer asked about storage method for Sugarcane?,2025-01-02T08:11:00,2025,1,farmer asked about storage method for sugarcane
MADHYA PRADESH,BHOPAL,RALEGAON,,HORTICULTURE,Other,Others,Plant Protection,Farmer asked about storage method for Chilli?,2025-02-23T22:19:00,2025,2,farmer asked about storage method for chilli
